
VSST 	301 	40100 	  4.00 	Painting I 	University City 	David C Wilson 	Studio-Lecture & Lab 	12:30 pm - 03:20 pm 	TR 	VSST 102  Minimum Grade: D </span><span> or VSST 105  Minimum Grade: D </span><span> or VSST 109  Minimum Grade: D  	Investigates painting using traditional and contemporary attitudes. Encourages students to find a highly regulated approach within a tradition of figure, still-life, and landscape painting. Oil. 
NURS 	301 	40248 	  3.00 	Pharmacology for Nursing I 	Center City 	Lori A Wheeler 	Lecture 	10:00 am - 11:20 am 	MW 	NURS 200  Minimum Grade: C </span><span> and NURS 112  Minimum Grade: C  	Introduces professional nursing students to the principles of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs and important drug information resources. 
ARBC 	301 	40609 	  3.00 	Arabic VII 	University City 	Azhar A Jasim 	Lecture 	06:00 pm - 07:20 pm 	MW 	ARBC 203  Minimum Grade: C  	Advanced Arabic.  Includes reading, writing, and extensive conversational practice. 
MATH 	301 	41153 	  3.00 	Numerical Analysis II 	University City 	Hwan Yong  Lee 	Lecture 	11:00 am - 12:20 pm 	TR 	MATH 300  Minimum Grade: D  	A continuation of MATH 300.  This course focuses on time dependent problems.  It includes numerical solution of ordinary differential equation, the heat and wave equations, and moving interfaces.  The discussed techniques include implicit schemes or ODEs, finite differences, spectral methods and the level set method. 
ECEC 	301 	41331 	  3.00 	Advanced Programming for Engineers 	University City 	Robin Richard Carr 	Lecture 	06:30 pm - 09:20 pm 	R 	ECE 203  Minimum Grade: D </span><span> or CS 203  Minimum Grade: D  	An advanced introduction to classes and objects; inheritance and polymorphism; abstract classes and interfaces; exception handling; files and streams; garbage collection and dynamic memory allocation; recursion; using linked lists, stacks, queues, and trees; search and sorting algorithms; generic methods and classes; a comparative introduction to dominant programming languages; engineering examples. 
PBHL 	301 	42459 	  3.00 	Epidemiology in Public Health 	University City 	Thersa M Sweet 	Lecture 	11:00 am - 12:20 pm 	TR 	PBHL 101  Minimum Grade: C  	This is an introductory course designed to teach undergraduate students the basic principles and concepts of epidemiology.  The course highlights the approaches used in the field of epidemiology to study disease in populations, incorporating concepts of disease causation and control. 
HNRS 	301 	42823 	  3.00 	Tyrannies, People, Artists 	University City 	Zhenya J Kiperman 	Lecture 	06:00 pm - 08:50 pm 	M 	 	Explores the relationship of representation to reality in literature, film, other arts, philosophy, the media, science, or some combination of these. Recently offered topics: Creative Writing Workshop; Game Theory; Representations of the Holocaust. 
BET 	301 	42834 	  3.00 	Healthcare Technology 	University City 	Lunal  Khuon 	Lecture 	06:30 pm - 09:20 pm 	R 	EET 201  Minimum Grade: D </span><span> and EET 202  Minimum Grade: D  	
MHT 	301 	42837 	  3.00 	Fluid Mechanics I 	University City 	Peter John Clelland 	Lecture 	06:30 pm - 09:20 pm 	W 	MHT 205  Minimum Grade: D </span><span> and MET 213  Minimum Grade: D </span><span> and MET 209  Minimum Grade: D  	Examine hydrostatics; principles governing fluids at rest; pressure measurement; hydrostatic forces on submerged areas and objects; simple dams. Discuss fluid flow in pipes under pressure; fluid energy; power and friction loss; Bernoulli's theorem.  Flow measurement. 
PROJ 	301 	42884 	  3.00 	Introduction to Project Management 	University City 	James C Deiner 	Lecture 	06:00 pm - 08:50 pm 	W 	 	Course examines design, appraisal, planning, and implementation of a project. It provides in-depth analysis of approaches to managing projects in both public and private sectors. 
FIN 	301 	40253 	  4.00 	Introduction to Finance 	University City 	Maureen Patricia Breen 	Lecture 	08:00 am - 09:50 am 	MW 	(STAT 201  Minimum Grade: D </span><span> or STAT 205  Minimum Grade: D </span><span> or STAT 261  Minimum Grade: D )</span><span> and (ACCT 115  Minimum Grade: D </span><span> or ACCT 110  Minimum Grade: D </span><span> or HRM 310  Minimum Grade: D ) 	Covers financial structure of a corporation, short-and long-term financial policies, sources and uses of capital funds, asset valuation, capital budgeting, and corporate growth. 
HNRS 	301 	42824 	  3.00 	Writing About Rock Music 	University City 	Richard S Abowitz 	Lecture 	06:30 pm - 09:20 pm 	R 	 	Explores the relationship of representation to reality in literature, film, other arts, philosophy, the media, science, or some combination of these. Recently offered topics: Creative Writing Workshop; Game Theory; Representations of the Holocaust. 
VSST 	301 	40173 	  4.00 	Painting I 	University City 	David C Wilson 	Studio-Lecture & Lab 	03:30 pm - 06:20 pm 	TR 	VSST 102  Minimum Grade: D </span><span> or VSST 105  Minimum Grade: D </span><span> or VSST 109  Minimum Grade: D  	Investigates painting using traditional and contemporary attitudes. Encourages students to find a highly regulated approach within a tradition of figure, still-life, and landscape painting. Oil. 
NURS 	301 	40386 	  3.00 	Pharmacology for Nursing I 	Center City 	Cynthia  Hambach 	Lecture 	03:00 pm - 04:20 pm 	MT 	NURS 200  Minimum Grade: C </span><span> and NURS 112  Minimum Grade: C  	Introduces professional nursing students to the principles of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs and important drug information resources. 
NURS 	301 	41081 	  3.00 	Pharmacology for Nursing I 	Center City 	Maryann  Godshall 	Lecture 	08:00 am - 09:20 am 	M 	NURS 200  Minimum Grade: C </span><span> and NURS 112  Minimum Grade: C  	Introduces professional nursing students to the principles of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs and important drug information resources. 
NURS 	301 	41574 	  3.00 	Pharmacology for Nursing I 	Center City 	Cynthia  Hambach 	Lecture 	01:00 pm - 02:20 pm 	MT 	NURS 200  Minimum Grade: C </span><span> and NURS 112  Minimum Grade: C  	Introduces professional nursing students to the principles of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs and important drug information resources. 
NURS 	301 	42697 	  3.00 	Pharmacology for Nursing I 	Center City 	Mary E Yost 	Lecture 	10:00 am - 11:20 am 	MT 	NURS 200  Minimum Grade: C </span><span> and NURS 112  Minimum Grade: C  	Introduces professional nursing students to the principles of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs and important drug information resources. 
MKTG 	301 	40539 	  0.00 	Introduction to Marketing Management 	University City 	Sheng  Liu 	Lab 	10:00 am - 11:50 am 	F 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
ECES 	301 	42570 	  0.00 	Transform Methods and Filtering 	University City 	John MacLaren Walsh, Congduan  Li 	Lab 	09:00 am - 10:50 am 	F 	(TDEC 221  Minimum Grade: D </span><span> or ENGR 232  Minimum Grade: D </span><span> or MATH 262  Minimum Grade: D </span><span> or MATH 210  Minimum Grade: D )</span><span> and ECE 201  Minimum Grade: D  	This course covers the engineering related concepts of signals and systems, their modeling and analysis.  We discuss the problem of formulation of physical systems, plus mathematical solution of models (equations). Continuous-time signals and systems, discrete-time signals and systems, linear time-invariant systems, convolution integrals and sums, Fourier series, Fourier, Laplace and Z-transforms, and system functions will be studied. 
MKTG 	301 	40540 	  0.00 	Introduction to Marketing Management 	University City 	Atif S Ashraf 	Lab 	08:00 am - 09:50 am 	F 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
ECEL 	301 	40543 	  0.00 	Electrical Engineering Laboratory 	University City 	Kevin James Scoles 	Lab 	07:00 pm - 08:50 pm 	T 	ECE 200  Minimum Grade: D </span><span> and ECE 201  Minimum Grade: D </span><span> and (TDEC 132  Minimum Grade: D </span><span> or TDEC 133  Minimum Grade: D </span><span> or ENGR 104  Minimum Grade: D </span><span> or ENGR 103  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments. This is a writing intensive course. 
MKTG 	301 	40541 	  0.00 	Introduction to Marketing Management 	University City 	Sheng  Liu 	Lab 	04:00 pm - 05:50 pm 	R 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
ECEL 	301 	43084 	  0.00 	Electrical Engineering Laboratory 	University City 	Kevin James Scoles 	Lab 	07:00 pm - 08:50 pm 	T 	ECE 200  Minimum Grade: D </span><span> and ECE 201  Minimum Grade: D </span><span> and (TDEC 132  Minimum Grade: D </span><span> or TDEC 133  Minimum Grade: D </span><span> or ENGR 104  Minimum Grade: D </span><span> or ENGR 103  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments. This is a writing intensive course. 
MKTG 	301 	40542 	  0.00 	Introduction to Marketing Management 	University City 	Atif S Ashraf 	Lab 	02:00 pm - 03:50 pm 	R 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
MKTG 	301 	42847 	  0.00 	Introduction to Marketing Management 	University City 	Sheng  Liu 	Lab 	10:00 am - 11:50 am 	W 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
MLSC 	301 	40485 	  0.00 	Leadership Lab/Practicum 	University City 	Zbigniew F Kania 	Lab 	06:00 am - 08:50 am 	S 	(MLSC 110  Minimum Grade: B </span><span> or MLSC 120  Minimum Grade: B )</span><span> and MLSC 130  Minimum Grade: B </span><span> and MLSC 210  Minimum Grade: B </span><span> and MLSC 220  Minimum Grade: B </span><span> and MLSC 230  Minimum Grade: B  	Provides hands-on experience to reinforce leadership fundamentals, while emphasizing increased awareness of and proficiency in military skills. 
WMST 	301 	41802 	  3.00 	Seminar in Feminist Theory 	University City 	David R Fryer 	Lecture 	12:30 pm - 01:50 pm 	T 	WMST 101  Minimum Grade: D  	Studies theoretical perspectives offered by feminist scholars in a range of disciplines from literature to politics. Proceeds from the assumption that feminist approaches yield different answers to traditional questions and pose new questions for critical inquiry. 
PROJ 	301 	42885 	  3.00 	Introduction to Project Management 	Online 	John W Via 	Lecture 	 	TBD 	 	Course examines design, appraisal, planning, and implementation of a project. It provides in-depth analysis of approaches to managing projects in both public and private sectors. 
MBC 	301 	40870 	  3.00 	Physician-Based Medical Coding I 	Online 	Katherine E Abel 	Lecture 	 	TBD 	MBC 201  Minimum Grade: D  	Part one of a two-part program. The student will learn principles of medical coding related to the three main coding manuals; CPT, ICD-9-CM, and HCPCS. The student will learn principles of medical coding related to the three main code books: CPT®, ICD-9-CM Volumes 1 &amp; 2 and HCPCS Level II. 
PROJ 	301 	42886 	  3.00 	Introduction to Project Management 	Online 	John W Via 	Lecture 	 	TBD 	 	Course examines design, appraisal, planning, and implementation of a project. It provides in-depth analysis of approaches to managing projects in both public and private sectors. 
PROJ 	301 	43194 	  3.00 	Introduction to Project Management 	Online 	John W Via, Tiffani A Worthy 	Lecture 	 	TBD 	 	Course examines design, appraisal, planning, and implementation of a project. It provides in-depth analysis of approaches to managing projects in both public and private sectors. 
MKTG 	301 	40077 	  4.00 	Introduction to Marketing Management 	University City 	Lawrence K Duke 	Lecture 	11:00 am - 12:20 pm 	TR 	   	Provides a conceptual and applications-oriented framework for marketing decision-making in a dynamic environment. Emphasizes satisfying target customers and achieving organizational objectives through skillful blending of strategies in product development, pricing, promotion, and distribution. 
ECEL 	301 	42294 	  2.00 	Electrical Engineering Laboratory 	University City 	Kevin James Scoles 	Lecture 	06:00 pm - 06:50 pm 	T 	ECE 200  Minimum Grade: D </span><span> and ECE 201  Minimum Grade: D </span><span> and (TDEC 132  Minimum Grade: D </span><span> or TDEC 133  Minimum Grade: D </span><span> or ENGR 104  Minimum Grade: D </span><span> or ENGR 103  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments. This is a writing intensive course. 
ECES 	301 	42569 	  4.00 	Transform Methods and Filtering 	University City 	John MacLaren Walsh, Congduan  Li 	Lecture 	08:00 am - 09:20 am 	MW 	(TDEC 221  Minimum Grade: D </span><span> or ENGR 232  Minimum Grade: D </span><span> or MATH 262  Minimum Grade: D </span><span> or MATH 210  Minimum Grade: D )</span><span> and ECE 201  Minimum Grade: D  	This course covers the engineering related concepts of signals and systems, their modeling and analysis.  We discuss the problem of formulation of physical systems, plus mathematical solution of models (equations). Continuous-time signals and systems, discrete-time signals and systems, linear time-invariant systems, convolution integrals and sums, Fourier series, Fourier, Laplace and Z-transforms, and system functions will be studied. 
CHE 	302 	40017 	  4.00 	Process Fluid Mechanics 	University City 	Gennaro J Maffia 	Lecture 	10:00 am - 11:50 am 	MW 	TDEC 221  Minimum Grade: D </span><span> or MATH 210  Minimum Grade: D </span><span> or MATH 262  Minimum Grade: D </span><span> or ENGR 232  Minimum Grade: D  	Within the context of processes previously introduced, introduces fluid flow of gases, liquids, and particulates; momentum transport; skin friction; drag; piping networks; filtration; and fluidization. 
ENVE 	302 	40239 	  3.00 	Environmental Transport and Kinetics 	University City 	Michael O Ryan 	Lecture 	09:30 am - 10:50 am 	TR 	CHE 201  Minimum Grade: D  	Covers applications of mass balances to describing transport environmental systems, diffusive and dispersive processes, and coupling of transport and kinetic models. 
JAPN 	302 	40255 	  3.00 	Japanese VIII 	University City 	Natsumi Takiguchi Shor 	Lecture 	12:30 pm - 01:20 pm 	MW 	JAPN 301  Minimum Grade: C  	Provides advanced practice in translation, comprehension, and written and oral communication. Offered as needed. 
FIN 	302 	40538 	  4.00 	Intermediate Corporate Finance 	University City 	James Allen Hartz 	Lecture 	12:00 pm - 01:50 pm 	TR 	FIN 301  Minimum Grade: C </span><span> and (STAT 202  Minimum Grade: C </span><span> or STAT 206  Minimum Grade: C ) 	Provides an in-depth treatment of long-term financing decisions, including estimation of the cost of capital, financial leverage, dividend policy, and working capital analysis. 
HSCI 	302 	40740 	  3.00 	Pharmacology II 	Center City 	Vincent Joseph Zarro 	Lecture 	01:30 pm - 02:50 pm 	TR 	HSCI 301  Minimum Grade: D  	This course focuses on common drugs used in the treatment of disorders of cardiovascular, renal, respiratory and gastrointestinal systems, anti-infective and anti-inflammatory agents, immune and biologic modifiers and chemotherapeutic agents, and miscellaneous hematologic, dermatologic, ophthalmic, ant otic agents. 
ECEL 	302 	40127 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	01:00 pm - 02:50 pm 	F 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	40046 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	03:00 pm - 04:50 pm 	R 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	40047 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	11:00 am - 12:50 pm 	F 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	40184 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	03:00 pm - 04:50 pm 	F 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	40185 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	01:00 pm - 02:50 pm 	R 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	42842 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	09:00 am - 10:50 am 	F 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	43429 	  0.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lab 	11:00 am - 12:50 pm 	R 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ECEL 	302 	42666 	  2.00 	ECE Laboratory II 	Burlington County College 	Christopher W Peters 	Lecture & Lab 	02:00 pm - 05:50 pm 	T 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
CAT 	302 	41221 	  3.00 	Customer Service Theory and Practice 	Online 	William A Martorano 	Lecture 	 	TBD 	 	Customer Service Theory and Practice.  This course focuses on the theory of customer service and the practices that "best in class" companies apply to differentiate themselves from the competition.  The course includes practical information and activities designed to teach students how to respond to customers, resolve problems, and provide quality customer service. 
MBC 	302 	40871 	  3.00 	Physician-Based Medical Coding II 	Online 	Katherine E Abel 	Lecture 	 	TBD 	MBC 301  Minimum Grade: D </span><span> or HSAD 301  Minimum Grade: D  	Designed as part two of a two-part sequence, this course continues instruction in the principles of medical coding related to the three main coding manuals, as well as preparing the students to sit for one of the two national board exams in medical coding. 
ECEL 	302 	40101 	  2.00 	ECE Laboratory II 	University City 	Edwin L Gerber 	Lecture 	11:00 am - 11:50 am 	W 	ECEL 301  Minimum Grade: D </span><span> and (ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D ) 	Offers laboratory experiences in each of the five ECE tracks: computers, controls/robotics, electronics, power and energy, and telecommunications. Each lab consists of a stand-alone module containing: lecture material providing basic theory, references, and laboratory experiments.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. 
ARBC 	303 	40611 	  3.00 	Arabic IX 	University City 	Manal S Shurafa 	Lecture 	04:30 pm - 05:50 pm 	MW 	ARBC 302  Minimum Grade: C  	Continues ARBC 302.  Provides advanced practice in translation, comprehension, and written and oral conversation. 
ECES 	303 	42437 	  3.00 	Transform Methods II 	University City 	Christopher W Peters 	Lecture & Recitation 	09:30 am - 10:50 am 	TR 	ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D  	This course covers the engineering related concepts of signals and systems, their modeling and analysis.  We discuss the problem of formulation of physical systems, plus mathematical solution of models (equations). Continuous-time signals and systems, discrete-time signals and systems, linear time-invariant systems, convolution integrals and sums, Fourier series, Fourier, Laplace and Z-transforms, and system functions will be studied. 
NURS 	303 	40385 	  6.00 	Women's Health Nursing 	Center City 	Michelle  Kensey 	Lecture & Lab 	10:00 am - 11:50 am 	MT 	NURS 300  Minimum Grade: C </span><span> and NURS 301  Minimum Grade: C  	This course focuses on the development of competencies for the nursing care management of child-bearing families and health problems/concerns that affect women.  The course will also emphasize the nurse's role in health assessment, health promotion, and promotion of adaptive processes for the maternity patient and the promotion of women's health in general.  Sociocultural, economic, political, and ethical factors that impact on health promotion, disease prevention, and risk reduction for the childbearing family and women in general are examined.  Selected women's health clinical settings will be utilized for clinical practice. 
NURS 	303 	41082 	  6.00 	Women's Health Nursing 	Center City 	Carol  Okupniak 	Lecture 	03:00 pm - 04:50 pm 	MT 	NURS 300  Minimum Grade: C </span><span> and NURS 301  Minimum Grade: C  	This course focuses on the development of competencies for the nursing care management of child-bearing families and health problems/concerns that affect women.  The course will also emphasize the nurse's role in health assessment, health promotion, and promotion of adaptive processes for the maternity patient and the promotion of women's health in general.  Sociocultural, economic, political, and ethical factors that impact on health promotion, disease prevention, and risk reduction for the childbearing family and women in general are examined.  Selected women's health clinical settings will be utilized for clinical practice. 
NURS 	303 	41575 	  6.00 	Women's Health Nursing 	Center City 	Michelle  Kensey 	Lecture 	08:00 am - 09:50 am 	MT 	NURS 300  Minimum Grade: C </span><span> and NURS 301  Minimum Grade: C  	This course focuses on the development of competencies for the nursing care management of child-bearing families and health problems/concerns that affect women.  The course will also emphasize the nurse's role in health assessment, health promotion, and promotion of adaptive processes for the maternity patient and the promotion of women's health in general.  Sociocultural, economic, political, and ethical factors that impact on health promotion, disease prevention, and risk reduction for the childbearing family and women in general are examined.  Selected women's health clinical settings will be utilized for clinical practice. 
NURS 	303 	42698 	  6.00 	Women's Health Nursing 	Center City 	Carol  Okupniak 	Lecture & Lab 	01:00 pm - 02:50 pm 	MT 	NURS 300  Minimum Grade: C </span><span> and NURS 301  Minimum Grade: C  	This course focuses on the development of competencies for the nursing care management of child-bearing families and health problems/concerns that affect women.  The course will also emphasize the nurse's role in health assessment, health promotion, and promotion of adaptive processes for the maternity patient and the promotion of women's health in general.  Sociocultural, economic, political, and ethical factors that impact on health promotion, disease prevention, and risk reduction for the childbearing family and women in general are examined.  Selected women's health clinical settings will be utilized for clinical practice. 
BMES 	303 	42106 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Michael T Neidrauer 	Lab 	01:00 pm - 02:50 pm 	M 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
BMES 	303 	42107 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Michael T Neidrauer 	Lab 	03:00 pm - 04:50 pm 	M 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
BMES 	303 	42108 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Marek  Swoboda 	Lab 	04:00 pm - 05:50 pm 	W 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
BMES 	303 	42109 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Marek  Swoboda 	Lab 	02:00 pm - 03:50 pm 	W 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
BMES 	303 	42110 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Marek  Swoboda 	Lab 	10:00 am - 11:50 am 	W 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
BMES 	303 	42111 	  0.00 	Laboratory III: Biomedical Electronics 	University City 	Marek  Swoboda 	Lab 	01:00 pm - 02:50 pm 	F 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
NURS 	303 	43106 	  0.00 	Women's Health Nursing 	Off Campus 	Margaret P Cordero 	Clinical 	 	TBD 	NURS 300  Minimum Grade: C </span><span> and NURS 301  Minimum Grade: C  	This course focuses on the development of competencies for the nursing care management of child-bearing families and health problems/concerns that affect women.  The course will also emphasize the nurse's role in health assessment, health promotion, and promotion of adaptive processes for the maternity patient and the promotion of women's health in general.  Sociocultural, economic, political, and ethical factors that impact on health promotion, disease prevention, and risk reduction for the childbearing family and women in general are examined.  Selected women's health clinical settings will be utilized for clinical practice. 
MLSC 	303 	40486 	  0.00 	Leadership Lab/Practicum 	University City 	Zbigniew F Kania 	Lab 	06:00 am - 08:50 am 	S 	(MLSC 110  Minimum Grade: B </span><span> or MLSC 120  Minimum Grade: B )</span><span> and MLSC 130  Minimum Grade: B </span><span> and MLSC 210  Minimum Grade: B </span><span> and MLSC 220  Minimum Grade: B </span><span> and MLSC 230  Minimum Grade: B </span><span> and MLSC 310  Minimum Grade: B </span><span> and MLSC 320  Minimum Grade: B  	Provides hands-on experience to reinforce leadership fundamentals, while emphasizing increased awareness of and proficiency in military skills. 
ECES 	303 	42667 	  3.00 	Transform Methods II 	Burlington County College 	Christopher W Peters 	Lecture & Recitation 	08:30 am - 09:50 am 	MW 	ECES 301  Minimum Grade: D </span><span> or ECES 302  Minimum Grade: D  	This course covers the engineering related concepts of signals and systems, their modeling and analysis.  We discuss the problem of formulation of physical systems, plus mathematical solution of models (equations). Continuous-time signals and systems, discrete-time signals and systems, linear time-invariant systems, convolution integrals and sums, Fourier series, Fourier, Laplace and Z-transforms, and system functions will be studied. 
MBC 	303 	40872 	  3.00 	Hospital-Based Medical Coding I 	Online 	Katherine E Abel 	Lecture 	 	TBD 	MBC 301  Minimum Grade: D </span><span> or HSAD 301  Minimum Grade: D  	Designed as part one of a two-part sequence, this course teaches the principles of hospital-based medical coding related to the coding for in-patient hospital cases by means of the main coding manuals, as well as helping to prepare the student to sit for one of the two national board exams in medical coding. 
BMES 	303 	42105 	  2.00 	Laboratory III: Biomedical Electronics 	University City 	Michael T Neidrauer 	Lecture 	12:00 pm - 12:50 pm 	M 	(ECE 201  Minimum Grade: D </span><span> and TDEC 231  Minimum Grade: D )</span><span> or ENGR 232  Minimum Grade: D  	This course introduces students to the widespread application of electronics and electronic devices in biomedical engineering.  The course reinforces concepts learned in ECE 201 with hands-on experimentation related to biomedical applications such as telemedicine and medical devices. 
